Ano Término Fiscalização;Mês Término Fiscalização;CNPJ Estabelecimento;Nome Empregador;Logradouro Local Fiscalizado;;;Município Local Fiscalizado;UF Local Fiscalizado;;
2010;2010/06;83.444.919/0001-00;ADAMI PRODUTOS TEXTEIS LTDA;ROD ANTONIO HEIL,;88316-003;LIMOEIRO;Itajaí;Santa Catarina;;
2009;2009/06;83.444.919/0001-00;ADAMI PRODUTOS TEXTEIS LTDA;ROD ANTONIO HEIL,;88316-003;LIMOEIRO;Itajaí;Santa Catarina;;
2011;2011/04;83.054.478/0012-84;ADAMI S/A MADEIRAS;EST. MIN. CDR-455, KM 1.0;89500-000;LINHA SANTANA;Caçador;Santa Catarina;;
2011;2011/04;83.054.478/0012-84;ADAMI S/A MADEIRAS;EST. MIN. CDR-455, KM 1.0;89500-000;LINHA SANTANA;Caçador;Santa Catarina;;
2012;2012/03;83.054.478/0012-84;ADAMI S/A MADEIRAS;EST. MIN. CDR-455, KM 1.0;89500-000;LINHA SANTANA;Caçador;Santa Catarina;;
2011;2011/04;83.054.478/0006-36;ADAMI S/A MADEIRAS;ESTRADA MUNICIPAL CDR KM 1;89500-000;AEROPORTO;Caçador;Santa Catarina;;
2011;2011/04;83.054.478/0006-36;ADAMI S/A MADEIRAS;ESTRADA MUNICIPAL CDR KM 1;89500-000;AEROPORTO;Caçador;Santa Catarina;;
2011;2011/04;83.054.478/0006-36;ADAMI S/A MADEIRAS;ESTRADA MUNICIPAL CDR KM 1;89500-000;AEROPORTO;Caçador;Santa Catarina;;
2012;2012/03;83.054.478/0006-36;ADAMI S/A MADEIRAS;ESTRADA MUNICIPAL CDR KM 1;89500-000;AEROPORTO;Caçador;Santa Catarina;;
2011;2011/04;83.054.478/0008-06;ADAMI S/A MADEIRAS;ROD. SC 302 KM 6,5;89500-000;CASTELHANO;Caçador;Santa Catarina;;
2011;2011/04;83.054.478/0008-06;ADAMI S/A MADEIRAS;ROD. SC 302 KM 6,5;89500-000;CASTELHANO;Caçador;Santa Catarina;;
2012;2012/03;83.054.478/0008-06;ADAMI S/A MADEIRAS;ROD. SC 302 KM 6,5;89500-000;CASTELHANO;Caçador;Santa Catarina;;
2008;2008/06;83.054.478/0006-36;ADAMI S/A. MADEIRAS;2ST. MUN. CDR KM.1, S/N;89500-000;AEROPORTO;Caçador;Santa Catarina;;
2011;2011/04;83.054.478/0013-65;ADAMI S/A. MADEIRAS;ROD SC-302 KM 40;89420-000;FAZENDA JANGADA;Matos Costa;Santa Catarina;;
2011;2011/03;83.054.478/0014-46;ADAMI S/A. MADEIRAS;RUA CAMPINA PAULISTA, S/N;89683-000;CAMPINA DO PAULISTA;Ponte Serrada;Santa Catarina;;
2011;2011/07;83.054.478/0001-21;ADAMI S/A. MADEIRAS;RUA NEREU RAMOS, 196;89500-000;CENTRO;Caçador;Santa Catarina;;
2008;2008/06;83.054.478/0001-21;ADAMI S/A. MADEIRAS;RUA NEREU RAMOS, 196;89500-000;CENTRO;Caçador;Santa Catarina;;
2011;2011/05;83.054.478/0001-21;ADAMI S/A. MADEIRAS;RUA NEREU RAMOS, 196;89500-000;CENTRO;Caçador;Santa Catarina;;
2011;2011/04;83.054.478/0001-21;ADAMI S/A. MADEIRAS;RUA NEREU RAMOS, 196;89500-000;CENTRO;Caçador;Santa Catarina;;
2011;2011/03;83.054.478/0005-55;ADAMI S/A. MADEIRAS;VL CAMPINA DO PAULISTA, SNR;89683-000;CORONEL PASSOS MAIA;Ponte Serrada;Santa Catarina;;
2009;2009/05;Sem Informação;ADAMO VICENTE NASCIMENTO;RUA MACAPA, 192;89200-000;FLORESTA;Joinville;Santa Catarina;;
2010;2010/04;85.276.889/0001-97;ADANTEX IND E COM DE ESTOPAS LTDA ME;ROD ANTONIO HEIL, KM 11;88309-480;ARRAIAL DOS CUNHA;Itajaí;Santa Catarina;;
2011;2011/02;78.637.923/0001-46;ADAO ARNALDO DA ROSA;R EDMUNDO LOMBARDI, 2017;88390-000;TABULEIRO;Barra Velha;Santa Catarina;;
2011;2011/03;08.783.815/0001-04;ADAO B DA SILVA EPP;RUA SIZENANDO JOSE DA COSTA,128;89535-000;CENTRO;Ponte Alta do Norte;Santa Catarina;;
2009;2009/12;Sem Informação;ADÃO DE GOES;ROD. 428, SN;88440-000;SAMAMBAIA;Imbuia;Santa Catarina;;
2011;2011/07;83.073.510/0001-16;ADAO HERCILIO PEREIRA E CIA LTDA;RODOVIA BR 101, KM 362;88717-000;MORRO GRANDE;Sangão;Santa Catarina;;
2009;2009/09;Sem Informação;ADAO JURANDIR ESPER;RUA TUIUTI, S/N - PRóXIMO AV STOS DUMONT;89200-000;AVENTUREIRO;Joinville;Santa Catarina;;
2008;2008/07;79.818.993/0001-63;ADAO MELLO DA ROSA;ROD JOSE SPILLERE, 1184;88865-000;CARAVAGIO;Nova Veneza;Santa Catarina;;
2010;2010/06;Sem Informação;ADÃO OSÓRIO GOMES DOS SANTOS;AV. PEQUENO PRÍNCIPE, 503;88000-000;CAMPECHE;Florianópolis;Santa Catarina;;
2010;2010/07;00.301.154/0001-13;ADAO VALCIR TEODORO ME;RUA OSVALDO CRUZ,1769;89804-050;SAO CRISTOVAO;Chapecó;Santa Catarina;;
2010;2010/05;11.152.735/0001-57;ADAO VOLTOLINI ME;AV NEREU RAMOS,5222;88220-000;CENTRO;Itapema;Santa Catarina;;
2010;2010/04;01.067.700/0001-66;ADAPSAT COM E MANUT EQUIP ELETR LTDA ME;RUA AMAZONAS,1851;89021-001;GARCIA;Blumenau;Santa Catarina;;
2010;2010/10;03.468.056/0001-63;ADD ENGENHARIA CONSTRUTORA E INCORPORADORA LTDA;RUA MEXICO, 262;88330-000;NAÇÕES;Balneário Camboriú;Santa Catarina;;
2008;2008/06;03.468.056/0001-63;ADD ENGENHARIA LTDA;AV. ATLANTICA, 550;88330-003;CENTRO;Balneário Camboriú;Santa Catarina;;
2008;2008/06;03.468.056/0001-63;ADD ENGENHARIA LTDA;RUA 4500 11;88330-000;CENTRO;Balneário Camboriú;Santa Catarina;;
2008;2008/10;85.326.544/0005-24;ADD MAKLER ADM E CORRETORA SEG SS LTDA;RUA PRES EPITACIO PESSOA,490;89251-100;CENTRO;Jaraguá do Sul;Santa Catarina;;
2008;2008/08;85.326.544/0001-09;ADD MAKLER ADMINIST E CORRET SEG S/S LTDA;RUA JOSE SIQUEIRA, 180;88300-000;RESSACADA;Itajaí;Santa Catarina;;
2010;2010/09;81.628.984/0001-51;ADE TERRAPLANAGEM LTDA-EPP;RUA LUIZ SARTI, S/N - RESIDENCIAL ESTER MENEL;89265-500;NEREU RAMOS;Jaraguá do Sul;Santa Catarina;;
2009;2009/09;07.247.722/0001-94;ADEBER COMERCIO DE CONFECçõES LTDA ME;ROD. BR 470, KM 137, N 2130;89160-000;SANTA RITA;Rio do Sul;Santa Catarina;;
2011;2011/11;10.192.823/0001-10;ADECONPAR EMPREIT DE MAO DE OBRA LTDA ME;RUA PERNAMBUCO, 200 - RIO DANUBIO;89200-000;ANITA GARIBALDI;Joinville;Santa Catarina;;
2010;2010/06;10.192.823/0001-10;ADECONPAR EMPREITEIRA DE MAO DE OBRA;R. MACHADO DE ASSIS, 35;89200-000;Sem Informação;Joinville;Santa Catarina;;
2010;2010/02;10.192.823/0001-10;ADECONPAR EMPREITEIRA DE MãO DE OBRA;R. MACHADO DE ASSIS, 35;89200-000;Sem Informação;Joinville;Santa Catarina;;
2011;2011/09;10.192.823/0001-10;ADECONPAR EMPREITEIRA DE MãO DE OBRA LTDA;OBRA RUA MARCíLIO DIAS, 506;89200-000;SANTO ANTONIO;Joinville;Santa Catarina;;
2012;2012/04;07.639.929/0001-04;ADEGA & BACALHAU POUSADA E RESTAURANTE LTDA.;RUA RUBENS ALVES,8;88210-000;PEREQUE;Porto Belo;Santa Catarina;;
2012;2012/04;07.639.929/0001-04;ADEGA E BACALHAU POUSADA E REST LT ME;RUA RUBENS ALVES,8;88210-000;PEREQUE;Porto Belo;Santa Catarina;;
2012;2012/04;07.639.929/0002-95;ADEGA E BACALHAU POUSE REST LT ME FL;RUA LAURO MULLER,655;88330-000;FAZENDA;Balneário Camboriú;Santa Catarina;;
2010;2010/06;06.164.397/0001-33;ADEGA VIEL IND. COM. DE VINHOS LTDA.;RUA MAURO BALDISSERA, 280-D;89800-000;PALMITAL;Chapecó;Santa Catarina;;
2010;2010/12;10.332.652/0001-87;ADEILDO DA CUNHA JEANS ME;RUA DO PRINCIPE 109 SALA B;89201-000;CENTRO;Joinville;Santa Catarina;;
2010;2010/12;12.144.768/0001-18;ADEJAÍRES DE OLIVEIRA;RUA ROBERTO SELL, 497;88131-410;Sem Informação;Palhoça;Santa Catarina;;
2010;2010/08;10.195.457/0001-52;ADELAIDE DE MELLO REZENDE ME;RUA JOAO ELIAS DAS NEVES, 51;88160-000;BOM VIVER;Biguaçu;Santa Catarina;;
2009;2009/08;10.195.457/0001-52;ADELAIDE DE MELLO REZENDE ME;RUA JOÃO ELIAS DAS NEVES, 51;88160-000;BOM VIVER;Biguaçu;Santa Catarina;;
2009;2009/05;82.180.134/0001-04;ADELAIDE TERESINHA DOS SANTOS - EPP;RUA JOAO RAVACHE, 275;89218-150;SANTO ANTONIO;Joinville;Santa Catarina;;
2010;2010/12;01.050.730/0001-60;ADELAR FEUSER;ROD ANTONIO HEIL, 635;88352-501;SANTA TEREZINHA;Brusque;Santa Catarina;;
2012;2012/04;Sem Informação;ADELAR ROYER - CEI 36.73000.856-86;FAZENDA PAYOL VELHO;89500-000;ZONA RURAL;Caçador;Santa Catarina;;
2010;2010/12;05.164.817/0001-19;ADELAR VALMIR DE OLIVEIRA ME;RUA GOVERNADOR IVO SILVEIRA,642;89680-000;CENTRO;Irani;Santa Catarina;;
2012;2012/03;10.980.854/0001-35;ADELAR VIEIRA DA ROCHA - ME;RUA ARY DE CARVALHO PORTO,223;89812-270;UNIVERSITARIO;Chapecó;Santa Catarina;;
2011;2011/12;10.980.854/0001-35;ADELAR VIEIRA DA ROCHA - ME;RUA LAURO MULLER, Q 103 A, L 6;89800-000;SANTA MARIA;Chapecó;Santa Catarina;;
2011;2011/02;04.114.594/0001-12;ADELCINO RODRIGUES DE QUEIROS & CIA LTDA ME;RUA INáCIO FRANCISCO DE SOUZA, 1439;88385-000;ARMAçãO;Penha;Santa Catarina;;
2009;2009/04;75.487.991/0001-88;ADÉLCIO VITAL PINHEIRO - ME;AV.JORGE LACERDA, 2198;88047-000;COSTEIR;Florianópolis;Santa Catarina;;
2008;2008/08;86.910.304/0001-01;ADELIA IND E COM DE MOVEIS LTDA EPP;AV MARECHAL DEODORO,1411;88702-000;OFICINAS;Tubarão;Santa Catarina;;
2008;2008/08;81.373.185/0001-81;ADELINO LAURENTINO - ME;RUA ARTUR GUNTHER, S/N;89250-000;AMIZADE;Jaraguá do Sul;Santa Catarina;;
2009;2009/05;02.833.850/0001-04;ADELINO RIBAS LAMEIRA;AV RUBENS DE ARRUDA RAMOS 2526;88015-000;CENTRO;Florianópolis;Santa Catarina;;
2011;2011/03;12.065.709/0001-54;ADELIO SCHIKORSKI ME;OTR THEODORO GRANEMANN, 633,;89540-000;Sem Informação;Santa Cecília;Santa Catarina;;
2008;2008/07;95.830.576/0001-92;ADELIR ANTONIO GUAREZI ME;RUA FERNANDO MACHADO,2720-D ANEXO POSTO COOPERALFA;89803-001;CENTRO;Chapecó;Santa Catarina;;
2010;2010/05;95.830.576/0001-92;ADELIR ANTONIO GUAREZI ME;RUA FERNANDO MACHADO,2774;89800-000;PASSO DOS FORTES;Chapecó;Santa Catarina;;
2008;2008/12;39.090.02292/83;ADELIR DA SILVA;LINHA CABECEIRA DA DIVISA;89800-000;INTERIOR;Chapecó;Santa Catarina;;
2009;2009/01;39.090.02292/83;ADELIR DA SILVA;LINHA CABECEIRA DA DIVISA;89800-000;INTERIOR;Chapecó;Santa Catarina;;
2009;2009/03;02.309.681/0001-08;ADELIRIA BELLI ME;AV MARECHAL CASTELO BRANCO,725;88509-300;UNIVERSITARIO;Lages;Santa Catarina;;
2010;2010/04;Sem Informação;ADELMAR ROSAR;RUA ATANAGH R DE ANDRADE, 75;88680-000;CENTRO;Bom Retiro;Santa Catarina;;
2010;2010/10;83.509.125/0001-79;ADELMO COELHO DE OLIVEIRA EPP;DAS BRACATINGAS,304;88511-387;CACA E TIRO;Lages;Santa Catarina;;
2011;2011/02;10.416.781/0001-53;ADELMO KUBIAK;RUA REINALDO SCHMITHAUSEN, 3635;88311-481;CORDEIROS;Itajaí;Santa Catarina;;
2010;2010/03;00.859.826/0006-15;ADELPHIA COMUNICACOES S/A.;RUA JOSE FERREIRA DA SILVA, 43;88301-401;CENTRO;Itajaí;Santa Catarina;;
2010;2010/04;20.081.00037/80;ADELSON LUCAS DOS SANTOS;R SAMUEL HEUSI , 150 AP 102;88301-030;CENTRO;Itajaí;Santa Catarina;;
2012;2012/02;20.081.00037/80;ADELSON LUCAS DOS SANTOS;RRUA SAMUEL HEUSI, 150 APTO 102;88301-320;CENTRO;Itajaí;Santa Catarina;;
2010;2010/11;04.064.638/0001-47;ADELTEX ACABAMENTOS TEXTEIS LTDA EPP;RUA JOINVILLE,251;89275-000;DUAS MAMAS;Schroeder;Santa Catarina;;
2009;2009/02;79.388.260/0001-36;ADEMAR ALVES ME;AV. LEOBERTO LEAL, S/N;88820-000;BALNEARIO RINCAO;Içara;Santa Catarina;;
2009;2009/03;05.138.945/0001-98;ADEMAR ANTONIO DA COSTA ME;RUA NOSSA SRA NAVEGANTES,1220;88115-400;SERRARIA;São José;Santa Catarina;;
2010;2010/06;05.766.560/0001-75;ADEMAR ANTONIO MARIANO;RUA ALBERTO LOBE,81;89046-030;VELHA;Blumenau;Santa Catarina;;
2010;2010/08;00.572.243/0001-02;ADEMAR BECK FILHO ME;RUA BERNARDO WELTER N 330;89220-230;COSTA E SILVA;Joinville;Santa Catarina;;
2011;2011/07;00.572.243/0001-02;ADEMAR BECK FILHO ME;RUA BERNARDO WELTER N 330;89220-230;COSTA E SILVA;Joinville;Santa Catarina;;
2010;2010/08;00.572.243/0001-02;ADEMAR BECK FILHO ME;RUA BERNARDO WELTER N 330;89220-230;COSTA E SILVA;Joinville;Santa Catarina;;
2010;2010/11;00.632.820/0001-04;ADEMAR CAMARGO E CIA LTDA ME;RUA IRINEU JOSE MOREIRA,261;88210-000;CENTRO;Porto Belo;Santa Catarina;;
2011;2011/05;00.632.820/0001-04;ADEMAR CAMARGO E CIA LTDA ME;RUA IRINEU JOSE MOREIRA,261;88210-000;CENTRO;Porto Belo;Santa Catarina;;
2010;2010/10;Sem Informação;ADEMAR DA SILVA MESQUITA;LOCALIDADE LUIZINHO;88600-000;Sem Informação;São Joaquim;Santa Catarina;;
2011;2011/11;Sem Informação;ADEMAR DA SILVA MESQUITA;LOCALIDADE LUIZINHO;88600-000;Sem Informação;São Joaquim;Santa Catarina;;
2011;2011/05;73.595.712/0001-74;ADEMAR DA SILVA O MADEREIRO ME;RUA BLUMENAU,486;88355-000;STEFFEN;Brusque;Santa Catarina;;
2010;2010/01;08.910.021/0001-56;ADEMAR DE ANDRADE SUPERMERCADO ME;AV SEGUNDA AVENIDA,1111_ESQ 276;88220-000;MEIA PRAIA;Itapema;Santa Catarina;;
2010;2010/08;50.011.61403/89;ADEMAR EVARISTO GONçALVES;ESTRADA GERAL DE SANTA LIDIA 5656;88385-000;SANTA LIDIA;Penha;Santa Catarina;;
2012;2012/02;50.011.61403/89;ADEMAR EVARISTO GONçALVES;ESTRADA GERAL DE SANTA LIDIA, 5656;88385-000;SANTA LIDIA;Penha;Santa Catarina;;
2011;2011/09;50.011.61403/89;ADEMAR EVARISTO GONÇALVES;ESTRATA GERAL SANTA LIDIA, 5050;88385-000;SANTA LIDIA;Penha;Santa Catarina;;
2010;2010/10;Sem Informação;ADEMAR FIGUEIRA DA SILVA;RUA NEREU RAMOS, 1684- E;89800-000;CENTRO;Chapecó;Santa Catarina;;
2010;2010/01;02.273.421/0001-11;ADEMAR FIGUEIRA DE MELLO;RUA CEARA,310;88330-000;VARZEA DO RANCHINHO;Balneário Camboriú;Santa Catarina;;
2011;2011/07;05.581.952/0001-60;ADEMAR MEDEIROS ALMEIDA ME;RODOVIA BR 101, KM 362;88717-000;MORRO GRANDE;Sangão;Santa Catarina;;
2011;2011/06;02.480.988/0001-69;ADEMAR MOVEIS E ELETRODOMESTICOS LTDA;ACESSO BR-282, KM 09;89801-970;TREVO;Chapecó;Santa Catarina;;
2011;2011/06;02.480.988/0008-35;ADEMAR MOVEIS E ELETRODOMESTICOS LTDA;AV ATILIO F.X. FONTANA, 2290-E;89809-000;EFAPI;Chapecó;Santa Catarina;;
2008;2008/09;02.480.988/0006-73;ADEMAR MOVEIS E ELETRODOMESTICOS LTDA;AV BRASIL, 200;89820-000;CENTRO;Xanxerê;Santa Catarina;;
2008;2008/09;02.480.988/0002-40;ADEMAR MOVEIS E ELETRODOMESTICOS LTDA;AV GETULIO VARGAS, 563-N;89802-000;CENTRO;Chapecó;Santa Catarina;;
2008;2008/09;02.480.988/0003-20;ADEMAR MOVEIS E ELETRODOMESTICOS LTDA;RUA MARECHAL JOSE B. BORMANN,83 D;89801-050;CENTRO;Chapecó;Santa Catarina;;
2008;2008/09;82.848.276/0001-99;ADEMAR P NUNES CIA LTDA;AV GETULIO VARGAS, 2217;88704-000;CENTRO;Tubarão;Santa Catarina;;
2010;2010/08;Sem Informação;ADEMAR ROGÉRIO VERONEZE;RUA CURRUÍRAS, 151;88063-091;CAMPECHE;Florianópolis;Santa Catarina;;
2009;2009/04;03.695.635/0001-49;ADEMAR SERRALHERIA LTDA ME;RUA DIB CHEREM,2409;88090-050;CAPOEIRAS;Florianópolis;Santa Catarina;;
2009;2009/12;03.695.635/0001-49;ADEMAR SERRALHERIA LTDA ME;RUA DIB CHEREM,2409, FUNDOS;88090-050;CAPOEIRAS;Florianópolis;Santa Catarina;;
2009;2009/11;95.799.011/0001-90;ADEMAR VERGILIO FELISBERTO ME;RUA GERAL ORVALHO;88717-000;ORVALHO;Sangão;Santa Catarina;;
2008;2008/06;Sem Informação;ADEMAR VOLPATO;RUA MAJOR ACACIO MOREIRA, 270;88801-160;CENTRO;Criciúma;Santa Catarina;;
2011;2011/04;Sem Informação;ADEMIR AGUIAR DA ROSA;TRAVESSA DA LIBERDADE, 457 - LOTE 10;88000-000;CAMPECHE;Florianópolis;Santa Catarina;;
2010;2010/02;06.068.743/0001-80;ADEMIR ANTONIO DA SILVA CONFECÇÕES;AV. RICARDO PAULINO MAES, 656;88320-000;CENTRO;Ilhota;Santa Catarina;;
2009;2009/04;04.135.498/0001-50;ADEMIR ANTONIO PINHEIRO DE MENEZES;RUA LICINIO CORDOVA, 1074-E;89810-160;SAO CRISTOVAO;Chapecó;Santa Catarina;;
2011;2011/04;Sem Informação;ADEMIR CAMARGO;RUA MENINO DEUS, ANEXO HOSPITAL BAIA SUL;88000-000;CENTRO;Florianópolis;Santa Catarina;;
2012;2012/05;20.092.00552/85;ADEMIR CHIODELLI;ROD. BR 116, KM 241,;88500-000;INTERIOR;Lages;Santa Catarina;;
2009;2009/02;Sem Informação;ADEMIR CORVOLAN;RUA SANTOS DUMONT 1090;89610-000;CENTRO;Herval d'Oeste;Santa Catarina;;
2010;2010/08;Sem Informação;ADEMIR CORVOLAN;RUA SANTOS DUMONT 1090;89610-000;CENTRO;Herval d'Oeste;Santa Catarina;;
2012;2012/04;Sem Informação;ADEMIR DALBAINACO E ROBERTO PAULINI;AV NEREU RAMOS, 1568 E;89805-100;CENTRO;Chapecó;Santa Catarina;;
2010;2010/08;Sem Informação;ADEMIR JOSÉ CUNHA;SERVIDÃO ELPÍDIO DA ROCHA, 79;88048-398;RIO TAVARES;Florianópolis;Santa Catarina;;
2011;2011/04;08.736.016/0001-79;ADEMIR KNIESS ME;RUA AQUILINO CIRICO,61;89196-000;CENTRO;Salete;Santa Catarina;;
2010;2010/11;Sem Informação;ADEMIR LORENCINI;RUA ALMIRANTE TAMANDARÉ, 1096 CENTRO;89900-000;CENTRO;São Miguel do Oeste;Santa Catarina;;
2008;2008/09;80.068.497/0001-19;ADEMIR LUIZ ME;RUA LUIZ PIROLA DE NOE, 23;88818-000;RIO MAINA;Criciúma;Santa Catarina;;
2010;2010/10;05.066.354/0001-52;ADEMIR MARAFON;RUA ANTONIO OGLIARI, 251;89820-000;VENEZA;Xanxerê;Santa Catarina;;
2011;2011/09;12.888.231/0001-62;ADEMIR MATTE CONFECCOES;RUA NILO PEçANHA, 2133-D;89800-000;CRISTO REI;Chapecó;Santa Catarina;;
2008;2008/10;Sem Informação;ADEMIR MAY;RUA DOM PEDRO II, 1141;89160-000;CANOAS;Rio do Sul;Santa Catarina;;
2011;2011/09;06.323.054/0001-74;ADEMIR MICHELS;RUA CARLOS AFONSO MOREIRA,48;89230-779;ADEMAR GARCIA;Joinville;Santa Catarina;;
2011;2011/06;06.323.054/0001-74;ADEMIR MICHELS;RUA CARLOS AFONSO MOREIRA,48;89230-779;ADEMAR GARCIA;Joinville;Santa Catarina;;
2008;2008/06;Sem Informação;ADEMIR MIGUEL FELTRIN;RUA CEL. CORDOVA 1500;88502-001;CENTRO;Lages;Santa Catarina;;
2011;2011/04;78.838.463/0001-14;ADEMIR MOTOS LTDA;RUA MARECHAL DEODORO, 1563;88702-000;CENTRO;Tubarão;Santa Catarina;;
2010;2010/08;Sem Informação;ADEMIR OSVALDO DA ROCHA;RUA SOUZA DUTRA 813;88070-600;ESTREITO;Florianópolis;Santa Catarina;;
2011;2011/09;07.572.306/0001-61;ADEMIR PERONDI ME;LIN DESPRAIADO;89860-000;INTERIOR;Marema;Santa Catarina;;
2011;2011/07;07.572.306/0001-61;ADEMIR PERONDI ME;LIN DESPRAIADO;89860-000;INTERIOR;Marema;Santa Catarina;;
2012;2012/04;13.010.946/0001-80;ADEMIR SANTOS HIPOLITO - ME;RUA PADRE JOAO REITZ, S/N;88960-000;CENTRO;Sombrio;Santa Catarina;;
2012;2012/04;13.010.946/0001-80;ADEMIR SANTOS HIPOLITO -ME;AV. NEREU RAMOS S/N;88960-000;CENTRO;Sombrio;Santa Catarina;;
2011;2011/10;01.669.724/0001-95;ADEMIR SOCREPA E CIA LTDA ME;RUA DR GETULIO VARGAS,1308;89140-000;BELA VISTA;Ibirama;Santa Catarina;;
2010;2010/08;Sem Informação;ADEMIR SOUZA;LEO AUGUSTO DA SILVA, 26;88100-000;SERRARIA;São José;Santa Catarina;;
2008;2008/07;05.945.542/0001-50;ADEMIR TOMIIO E CIA LTDA;RUA WILLY SCHROEDER, 856;89160-000;CENTRO;Rio do Sul;Santa Catarina;;
2011;2011/07;79.933.115/0001-99;ADENAU IND E COM DE MOVEIS LTDA MTZ;RUA DR LEAL FILHO,570;89874-000;CENTRO;Maravilha;Santa Catarina;;
2012;2012/05;79.933.115/0001-99;ADENAU IND E COM DE MOVEIS LTDA MTZ;RUA DR LEAL FILHO,570;89874-000;CENTRO;Maravilha;Santa Catarina;;
2011;2011/09;11.244.824/0001-23;ADENERCIO CIRIACO PEREIRA ME;RUA CONSELHEIRO MAFRA 601 SALA 01;88010-102;CENTRO;Florianópolis;Santa Catarina;;
2011;2011/03;05.412.155/0001-59;ADENI CONFECCOES LTDA EPP;ARNO LANGE,99;89150-000;CENTRO;Presidente Getúlio;Santa Catarina;;
2009;2009/09;10.593.202/0001-48;ADENILSON JUNCKES EPP;AV ROLF WIEST, 30-35 - OBRA;89200-000;BOM RETIRO;Joinville;Santa Catarina;;
2009;2009/12;86.827.771/0001-72;ADENILSON PETRI EPP;RUA GETULIO VARGAS,50, SALA 502;88160-000;CENTRO;Biguaçu;Santa Catarina;;
2010;2010/01;Sem Informação;ADENILSON ROGÉRIO LEHMKUHL;ESTRADA GERAL ALTO FIGUEIREDO;88407-000;INTERIOR;Chapadão do Lageado;Santa Catarina;;
2011;2011/02;06.068.743/0003-41;ADENIR ANTONIO DA SILVA CONFECÇÕES;AV RICARDO PAULINO MAES, 302;88320-000;CENTRO;Ilhota;Santa Catarina;;
2010;2010/11;06.068.743/0001-80;ADENIR ANTONIO DA SILVA CONFECÇÕES;RUA 21 DE JUNHO, 1050;88320-000;CENTRO;Ilhota;Santa Catarina;;
2010;2010/11;05.804.150/0001-71;ADENIR FRANCISCO FERNANDES ME;RUA ORLANDO SILVA, 79;88100-000;ROCADO;São José;Santa Catarina;;
2011;2011/04;82.880.212/0001-75;ADENIR JOSE SCHMITZ ME;AV IVO SILVEIRA,2389;88085-001;CAPOEIRAS;Florianópolis;Santa Catarina;;
2009;2009/02;07.222.176/0001-37;ADENIR ROTILO DA SILVA ME;AV MAURO RAMOS, 512;88020-300;CENTRO;Florianópolis;Santa Catarina;;
2010;2010/08;Sem Informação;ADENIR VOLNEI SCHROEDER;ESTRADA GERAL RIO DO NORTE S/N;88400-000;ZONA RURAL;Ituporanga;Santa Catarina;;
2011;2011/05;Sem Informação;ADENIR VOLNEI SCHROEDER;ESTRADA GERAL RIO DO NORTE S/N;88400-000;ZONA RURAL;Ituporanga;Santa Catarina;;
2010;2010/04;04.639.608/0001-11;ADEPLAN PRESTADORA DE SERVICOS INDUSTRIA E COMERCIO;ROD BR 116, S/N, KM 06;89300-000;INDUSTRIAL;Mafra;Santa Catarina;;
2011;2011/03;03.652.767/0001-93;ADERBAL DA LUZ OLIVEIRA EPP;BR 116 KM 209;88550-000;CENTRO;Ponte Alta;Santa Catarina;;
2011;2011/08;85.784.858/0003-09;ADERBAL JOAO MACHADO DE SOUZA EPP;AVENIDA OSCAR BARCELOS,263;89160-000;CENTRO;Rio do Sul;Santa Catarina;;
2011;2011/08;85.784.858/0001-47;ADERBAL JOAO MACHADO DE SOUZA EPP;AVENIDA OSCAR BARCELOS,300;89160-000;CENTRO;Rio do Sul;Santa Catarina;;
2011;2011/04;03.553.917/0001-01;ADERBAL LODETTI EPP;RUA DR BLUMENAU,9980;89130-000;ENCANO;Indaial;Santa Catarina;;
2009;2009/07;04.739.823/0001-94;ADERO CONFECÇOES LTDA EPP;ROD BR 470, KM 138;89160-000;SANTA RITA;Rio do Sul;Santa Catarina;;
2008;2008/06;04.407.653/0001-40;ADESIVOS COMPANY LTDA ME;RUA IRIRIU,2327;89200-000;IRIRIU;Joinville;Santa Catarina;;
2009;2009/04;05.243.395/0001-77;ADEVANIR LOPES DE BARROS ME;R IRINEU BORNHAUSEN 425 SL 114;88101-300;CAMPINAS;São José;Santa Catarina;;
2008;2008/08;07.869.173/0001-90;ADF RESTAURANTE E FLORICULTURA LTDA. ME;ROD SC 401 KM 10 - ANEXO CESUSC;88050-000;STO ANTONIO LISBOA;Florianópolis;Santa Catarina;;
2010;2010/01;05.796.140/0001-31;ADFTRONIK IND COM EQUIP ELETRO ELT LTDA;RUA GENERAL OSORIO,4667;89032-240;VELHA;Blumenau;Santa Catarina;;
2011;2011/11;13.379.636/0001-38;ADG MANUTENÇÃO E REPARAÇÃO DE EMBARCAÇÕES LTDA;RUA CÉSAR AUGUSTO DALÇOQUIO 4500;88311-550;SALSEIROS;Itajaí;Santa Catarina;;
2010;2010/09;06.015.748/0004-97;ADH HOTELARIA LTDA;RUA DOMINGOS ANDRé ZANINI,;88117-200;KOBRASOL;São José;Santa Catarina;;
2009;2009/11;00.486.123/0001-84;ADILIO SCWARZ;RUA PRINCESA ISABEL, 711 D;89800-000;JARDIM AMERICA;Chapecó;Santa Catarina;;
2010;2010/03;20.015.00008/82;ADILIO SEBASTIAO CORREA;ESTRADA GERAL BOM JESUS, S/N;88740-000;SAO CRISTOVAO;Armazém;Santa Catarina;;
